20210524 09:00,4173900,4182000,4170800,4182000,5518414
20210524 10:00,4182000,4195000,4182000,4193000,8127755
20210524 11:00,4193000,4196700,4190900,4192300,4389212
20210524 12:00,4192250,4194410,4189100,4192800,4864778
20210524 13:00,4192950,4198350,4191400,4197500,2802069
20210524 14:00,4197500,4203200,4197400,4200600,4940839
20210524 15:00,4200500,4202800,4189400,4191700,16453682
20210525 09:00,4203300,4207100,4192400,4192900,6904681
20210525 10:00,4192800,4196600,4189550,4194400,6394776
20210525 11:00,4194700,4195000,4179600,4188400,8324624
20210525 12:00,4188700,4194400,4187100,4191100,5082213
20210525 13:00,4190800,4192200,4183800,4187600,4534734
20210525 14:00,4187650,4188300,4182000,4183590,5299068
20210525 15:00,4183550,4187300,4176200,4182400,16764290
20210526 09:00,4188900,4191800,4178100,4179100,4280498
20210526 10:00,4179100,4189600,4177600,4189050,5307418
20210526 11:00,4189200,4193500,4187000,4192600,4677987
20210526 12:00,4192600,4194900,4191800,4193900,2949400
20210526 13:00,4193800,4196100,4184400,4186900,4583892
20210526 14:00,4187000,4191800,4186500,4188400,3534086
20210526 15:00,4188350,4191800,4185700,4190700,13960028
20210527 09:00,4201600,4206300,4199150,4201000,5803747
20210527 10:00,4201000,4207100,4197900,4201100,7622107
20210527 11:00,4200900,4203600,4194600,4202800,4859653
20210527 12:00,4202800,4204300,4199800,4200500,2972607
20210527 13:00,4200500,4201900,4194100,4197200,4033568
20210527 14:00,4197000,4197400,4192000,4196000,6160207
20210527 15:00,4196000,4201000,4191250,4192900,19824461
20210528 09:00,4210300,4210900,4203500,4208800,4950047
20210528 10:00,4208600,4210400,4199700,4204650,6448416
20210528 11:00,4204650,4210300,4203600,4209500,5904668
20210528 12:00,4209500,4212500,4208350,4208800,4163122
20210528 13:00,4208800,4210000,4205350,4206900,4203118
20210528 14:00,4206950,4209050,4204700,4207700,5869730
20210528 15:00,4207700,4209600,4197900,4200400,19465019
20210601 09:00,4226000,4227200,4209800,4213000,7053452
20210601 10:00,4213000,4215100,4194400,4198300,10454320
20210601 11:00,4198100,4204700,4195600,4202900,7263514
20210601 12:00,4203100,4203600,4196900,4198100,3669703
20210601 13:00,4198200,4198300,4192000,4196000,3672973
20210601 14:00,4196000,4203700,4194600,4203300,5950010
20210601 15:00,4203300,4203600,4194600,4196700,11183014
20210602 09:00,4203500,4206800,4195500,4203800,4749733
20210602 10:00,4204100,4209750,4202400,4206900,6043342
20210602 11:00,4207050,4212300,4205100,4208400,4233316
20210602 12:00,4208500,4209100,4201300,4204200,3340125
20210602 13:00,4204400,4205300,4195700,4197900,4241570
20210602 14:00,4197800,4200300,4192900,4199000,4684718
20210602 15:00,4198900,4204700,4195800,4203300,15201723
20210603 09:00,4178200,4182200,4162800,4171700,7846359
20210603 10:00,4171400,4193500,4170300,4193200,12036676
20210603 11:00,4193400,4199900,4190800,4194250,8135859
20210603 12:00,4194300,4197500,4189400,4195600,5673518
